BENC	FRAF	FRAM	FRAT	GABF	GABM	GABN	GERC	IRAA	ITAC	LEBE	MALB	MORC	MORT	NIGN	SEND	SENK	SENS	SPAC	TUNB	USAF	OUTGROUP
21,11	17,15	5,11	14,18	4,20	21,11	2,10	6,16	10,6	18,12	7,13	12,30	5,7	25,11	13,17	15,23	10,32	15,23	16,0	21,9	3,5	16,0
32,0	32,0	16,0	32,0	24,0	17,15	8,4	20,2	11,5	30,0	20,0	42,0	12,0	30,6	30,0	38,0	34,8	38,0	16,0	26,4	8,0	16,0
1,31	4,28	3,13	6,26	5,19	0,32	1,11	0,22	2,14	10,20	0,20	4,38	1,11	10,26	0,30	3,35	6,36	4,34	0,16	9,21	0,8	7,9
9,23	9,23	6,10	11,21	10,14	11,21	2,10	9,13	4,12	11,19	9,11	12,30	8,4	13,23	15,15	18,20	15,27	22,16	3,13	2,28	4,4	0,16
14,18	13,19	12,4	15,17	12,12	14,18	7,5	9,13	6,10	12,18	20,0	19,23	7,5	14,22	30,0	32,6	19,23	28,10	11,5	16,14	4,4	0,16
1,31	4,28	1,15	0,32	0,24	11,21	0,12	0,22	0,16	3,27	0,20	2,40	0,12	0,36	0,30	0,38	1,41	5,33	10,6	0,30	0,8	0,16
17,15	12,20	9,7	11,21	12,12	6,26	5,7	11,11	7,9	11,19	20,0	28,14	10,2	14,22	30,0	30,8	9,33	22,16	0,16	8,22	5,3	0,16
19,13	22,10	11,5	19,13	16,8	16,16	7,5	11,11	8,8	18,12	20,0	35,7	10,2	16,20	30,0	25,13	27,15	31,7	9,7	19,11	5,3	0,16
14,18	16,16	8,8	16,16	9,15	14,18	6,6	7,15	9,7	13,17	17,3	23,19	10,2	14,22	30,0	29,9	23,19	22,16	4,12	9,21	5,3	0,16
7,25	5,27	7,9	0,32	0,24	10,22	0,12	3,19	5,11	0,30	20,0	26,16	6,6	0,36	30,0	31,7	25,17	24,14	0,16	14,16	2,6	0,16
11,21	24,8	7,9	18,14	13,11	0,32	5,7	2,20	1,15	13,17	20,0	30,12	7,5	7,29	28,2	26,12	20,22	25,13	9,7	6,24	2,6	0,16
8,24	14,18	3,13	14,18	0,24	0,32	3,9	0,22	1,15	30,0	0,20	1,41	2,10	13,23	0,30	4,34	1,41	9,29	4,12	5,25	1,7	4,12
12,20	7,25	4,12	11,21	4,20	0,32	0,12	8,14	1,15	15,15	0,20	6,36	3,9	15,21	0,30	5,33	9,33	12,26	3,13	6,24	3,5	12,4
3,29	8,24	0,16	8,24	5,19	0,32	1,11	0,22	0,16	14,16	0,20	4,38	1,11	6,30	0,30	0,38	4,38	4,34	1,15	0,30	0,8	0,16
6,26	2,30	1,15	0,32	0,24	0,32	0,12	0,22	8,8	0,30	1,19	3,39	4,8	16,20	5,25	0,38	0,42	2,36	8,8	13,17	0,8	0,16
4,28	11,21	7,9	0,32	0,24	0,32	0,12	0,22	1,15	0,30	5,15	4,38	5,7	0,36	6,24	0,38	1,41	2,36	7,9	6,24	4,4	0,16
23,9	14,18	11,5	24,8	8,16	0,32	6,6	8,14	11,5	19,11	1,19	9,33	8,4	15,21	1,29	7,31	18,24	10,28	4,12	9,21	2,6	0,16
4,28	5,27	4,12	0,32	23,1	1,31	7,5	13,9	16,0	1,29	9,11	1,41	7,5	3,33	0,30	0,38	3,39	0,38	0,16	4,26	0,8	11,5
30,2	20,12	15,1	19,13	5,19	22,10	1,11	12,10	1,15	25,5	2,18	25,17	0,12	32,4	21,9	11,27	25,17	22,16	16,0	11,19	8,0	0,16
32,0	32,0	15,1	32,0	24,0	32,0	12,0	22,0	15,1	30,0	16,4	39,3	12,0	36,0	30,0	15,23	35,7	30,8	16,0	30,0	6,2	11,5
25,7	22,10	15,1	22,10	18,6	32,0	11,1	12,10	9,7	24,6	11,9	24,18	11,1	31,5	27,3	38,0	28,14	33,5	0,16	15,15	7,1	16,0
10,22	5,27	6,10	0,32	0,24	18,14	0,12	5,17	5,11	4,26	8,12	20,22	2,10	0,36	0,30	6,32	3,39	0,38	0,16	10,20	0,8	0,16
8,24	9,23	3,13	0,32	0,24	18,14	0,12	0,22	2,14	0,30	6,14	5,37	7,5	18,18	0,30	1,37	12,30	19,19	0,16	0,30	0,8	0,16
5,27	9,23	9,7	6,26	0,24	0,32	1,11	13,9	6,10	0,30	18,2	18,24	11,1	4,32	0,30	0,38	5,37	2,36	0,16	1,29	0,8	16,0
31,1	19,13	12,4	8,24	6,18	15,17	4,8	11,11	15,1	17,13	6,14	29,13	10,2	23,13	30,0	15,23	35,7	19,19	5,11	12,18	6,2	16,0
3,29	11,21	5,11	0,32	2,22	0,32	5,7	7,15	3,13	9,21	14,6	28,14	3,9	3,33	10,20	24,14	24,18	28,10	0,16	19,11	2,6	16,0
0,32	6,26	1,15	0,32	0,24	0,32	0,12	6,16	11,5	0,30	9,11	2,40	0,12	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	16,0
1,31	2,30	6,10	0,32	0,24	0,32	0,12	6,16	10,6	19,11	6,14	1,41	1,11	0,36	3,27	18,20	8,34	1,37	0,16	2,28	1,7	0,16
1,31	11,21	8,8	7,25	0,24	0,32	0,12	1,21	2,14	1,29	1,19	8,34	0,12	0,36	17,13	0,38	1,41	0,38	0,16	0,30	0,8	16,0
11,21	0,32	1,15	0,32	0,24	0,32	0,12	0,22	3,13	0,30	0,20	3,39	0,12	4,32	4,26	0,38	3,39	0,38	13,3	1,29	0,8	16,0
8,24	16,16	8,8	11,21	0,24	0,32	6,6	0,22	3,13	28,2	0,20	22,20	7,5	16,20	26,4	0,38	3,39	4,34	0,16	12,18	4,4	0,16
27,5	21,11	7,9	0,32	14,10	14,18	9,3	15,7	10,6	17,13	11,9	20,22	11,1	32,4	26,4	31,7	34,8	33,5	2,14	22,8	6,2	0,16
4,28	0,32	0,16	0,32	1,23	0,32	2,10	1,21	0,16	0,30	0,20	7,35	0,12	0,36	0,30	0,38	6,36	10,28	0,16	0,30	0,8	0,16
0,32	8,24	1,15	0,32	4,20	0,32	0,12	0,22	5,11	5,25	5,15	0,42	0,12	0,36	0,30	16,22	0,42	0,38	0,16	8,22	0,8	0,16
6,26	6,26	9,7	3,29	10,14	3,29	2,10	3,19	3,13	16,14	12,8	29,13	2,10	0,36	0,30	6,32	9,33	20,18	0,16	19,11	2,6	0,16
4,28	9,23	6,10	22,10	0,24	3,29	0,12	1,21	1,15	10,20	1,19	5,37	6,6	13,23	24,6	0,38	6,36	0,38	16,0	8,22	2,6	0,16
1,31	6,26	1,15	0,32	0,24	0,32	0,12	0,22	2,14	8,22	0,20	6,36	0,12	0,36	0,30	0,38	0,42	0,38	0,16	4,26	0,8	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	2,14	3,27	1,19	9,33	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
16,16	31,1	9,7	32,0	22,2	20,12	12,0	5,17	15,1	30,0	11,9	36,6	9,3	35,1	24,6	16,22	24,18	32,6	3,13	25,5	4,4	16,0
0,32	0,32	0,16	30,2	0,24	7,25	0,12	1,21	1,15	0,30	0,20	0,42	0,12	0,36	0,30	4,34	1,41	0,38	0,16	0,30	2,6	0,16
5,27	6,26	1,15	12,20	5,19	0,32	0,12	0,22	3,13	0,30	0,20	2,40	0,12	0,36	0,30	0,38	1,41	0,38	0,16	1,29	0,8	0,16
29,3	17,15	13,3	23,9	10,14	23,9	4,8	19,3	16,0	9,21	19,1	33,9	11,1	36,0	24,6	25,13	27,15	17,21	16,0	20,10	7,1	16,0
12,20	1,31	1,15	0,32	0,24	0,32	0,12	0,22	0,16	0,30	2,18	0,42	0,12	0,36	0,30	3,35	2,40	0,38	0,16	0,30	0,8	16,0
3,29	0,32	0,16	0,32	7,17	0,32	3,9	4,18	0,16	0,30	0,20	18,24	0,12	0,36	0,30	5,33	13,29	13,25	0,16	0,30	4,4	0,16
7,25	6,26	3,13	1,31	5,19	4,28	0,12	3,19	2,14	5,25	1,19	0,42	1,11	6,30	2,28	4,34	7,35	8,30	1,15	8,22	1,7	5,11
6,26	1,31	1,15	4,28	0,24	0,32	1,11	0,22	0,16	0,30	5,15	0,42	0,12	0,36	12,18	1,37	0,42	0,38	1,15	2,28	0,8	5,11
9,23	10,22	4,12	14,18	4,20	3,29	4,8	7,15	2,14	14,16	3,17	20,22	3,9	15,21	9,21	1,37	18,24	5,33	6,10	10,20	0,8	0,16
3,29	17,15	4,12	5,27	0,24	13,19	4,8	1,21	2,14	5,25	8,12	3,39	0,12	0,36	2,28	0,38	1,41	1,37	16,0	4,26	0,8	0,16
27,5	24,8	13,3	17,15	11,13	10,22	6,6	19,3	6,10	24,6	10,10	41,1	9,3	36,0	30,0	38,0	42,0	38,0	0,16	18,12	6,2	16,0
3,29	6,26	4,12	1,31	9,15	13,19	4,8	1,21	9,7	4,26	20,0	11,31	1,11	32,4	4,26	0,38	0,42	1,37	9,7	19,11	2,6	16,0
0,32	15,17	10,6	17,15	11,13	4,28	8,4	11,11	7,9	8,22	2,18	25,17	9,3	35,1	8,22	8,30	33,9	29,9	7,9	21,9	5,3	0,16
8,24	4,28	1,15	2,30	6,18	24,8	2,10	9,13	7,9	1,29	6,14	7,35	1,11	32,4	0,30	33,5	12,30	13,25	11,5	7,23	3,5	0,16
1,31	10,22	3,13	15,17	0,24	0,32	0,12	0,22	4,12	1,29	1,19	3,39	0,12	0,36	0,30	15,23	3,39	8,30	0,16	4,26	0,8	16,0
15,17	6,26	1,15	0,32	5,19	24,8	4,8	3,19	7,9	6,24	2,18	5,37	1,11	6,30	0,30	0,38	2,40	1,37	13,3	13,17	1,7	0,16
4,28	14,18	2,14	0,32	16,8	16,16	5,7	1,21	1,15	4,26	2,18	13,29	0,12	9,27	30,0	0,38	14,28	4,34	0,16	2,28	1,7	16,0
25,7	24,8	15,1	1,31	20,4	19,13	7,5	8,14	14,2	22,8	11,9	14,28	9,3	36,0	27,3	1,37	28,14	20,18	16,0	21,9	5,3	0,16
22,10	4,28	10,6	5,27	7,17	7,25	1,11	5,17	1,15	8,22	0,20	0,42	6,6	36,0	0,30	10,28	6,36	6,32	8,8	1,29	7,1	16,0
20,12	2,30	0,16	13,19	0,24	19,13	2,10	1,21	5,11	2,28	9,11	8,34	6,6	35,1	29,1	3,35	17,25	1,37	0,16	8,22	1,7	0,16
0,32	3,29	1,15	8,24	0,24	7,25	0,12	2,20	12,4	5,25	13,7	3,39	0,12	2,34	0,30	5,33	11,31	5,33	2,14	3,27	1,7	0,16
5,27	8,24	2,14	8,24	3,21	0,32	1,11	2,20	0,16	4,26	1,19	8,34	5,7	6,30	2,28	5,33	13,29	16,22	1,15	4,26	1,7	1,15
19,13	0,32	0,16	0,32	0,24	0,32	0,12	0,22	2,14	3,27	7,13	7,35	1,11	22,14	0,30	0,38	0,42	0,38	0,16	5,25	0,8	0,16
7,25	2,30	0,16	0,32	0,24	1,31	2,10	0,22	3,13	0,30	1,19	14,28	2,10	33,3	0,30	1,37	8,34	10,28	0,16	0,30	0,8	16,0
22,10	9,23	11,5	4,28	17,7	24,8	4,8	0,22	16,0	9,21	18,2	21,21	9,3	36,0	26,4	14,24	11,31	5,33	14,2	1,29	1,7	0,16
11,21	4,28	0,16	9,23	4,20	5,27	4,8	6,16	4,12	2,28	1,19	5,37	0,12	7,29	2,28	3,35	6,36	5,33	0,16	2,28	1,7	0,16
1,31	1,31	3,13	0,32	0,24	0,32	0,12	0,22	9,7	0,30	10,10	7,35	0,12	0,36	0,30	0,38	0,42	0,38	4,12	6,24	0,8	16,0
16,16	2,30	2,14	0,32	13,11	25,7	2,10	0,22	4,12	4,26	4,16	4,38	2,10	9,27	1,29	4,34	3,39	0,38	7,9	9,21	0,8	0,16
29,3	26,6	10,6	29,3	12,12	10,22	12,0	21,1	16,0	30,0	20,0	29,13	11,1	36,0	30,0	8,30	20,22	15,23	9,7	30,0	5,3	16,0
0,32	0,32	1,15	0,32	0,24	1,31	2,10	2,20	1,15	0,30	4,16	8,34	1,11	0,36	0,30	1,37	3,39	7,31	0,16	0,30	0,8	0,16
6,26	18,14	10,6	22,10	7,17	6,26	8,4	16,6	6,10	7,23	10,10	31,11	6,6	0,36	8,22	29,9	21,21	18,20	0,16	4,26	6,2	8,8
1,31	4,28	4,12	0,32	13,11	27,5	9,3	3,19	7,9	15,15	9,11	1,41	5,7	31,5	0,30	0,38	1,41	6,32	0,16	0,30	2,6	0,16
3,29	1,31	0,16	0,32	0,24	11,21	2,10	1,21	0,16	0,30	0,20	1,41	0,12	7,29	0,30	0,38	8,34	3,35	0,16	0,30	0,8	0,16
5,27	6,26	0,16	1,31	0,24	16,16	3,9	6,16	4,12	21,9	9,11	5,37	5,7	6,30	6,24	0,38	4,38	5,33	13,3	1,29	3,5	16,0
6,26	12,20	2,14	3,29	7,17	6,26	0,12	4,18	1,15	11,19	5,15	11,31	0,12	2,34	7,23	6,32	6,36	9,29	1,15	6,24	2,6	8,8
1,31	11,21	1,15	5,27	0,24	2,30	0,12	1,21	1,15	7,23	3,17	9,33	0,12	0,36	12,18	2,36	6,36	3,35	4,12	7,23	1,7	13,3
2,30	6,26	0,16	1,31	0,24	0,32	0,12	0,22	0,16	0,30	0,20	0,42	0,12	0,36	8,22	0,38	0,42	0,38	1,15	3,27	2,6	12,4
0,32	11,21	5,11	3,29	3,21	1,31	2,10	0,22	3,13	2,28	2,18	4,38	2,10	6,30	5,25	4,34	21,21	7,31	4,12	4,26	2,6	10,6
10,22	10,22	1,15	19,13	6,18	14,18	3,9	6,16	1,15	1,29	0,20	1,41	4,8	18,18	30,0	0,38	6,36	5,33	12,4	3,27	3,5	16,0
11,21	10,22	3,13	3,29	1,23	0,32	0,12	1,21	1,15	8,22	6,14	11,31	0,12	6,30	6,24	9,29	18,24	11,27	1,15	2,28	3,5	7,9
2,30	2,30	0,16	0,32	3,21	1,31	0,12	1,21	1,15	6,24	2,18	11,31	1,11	3,33	3,27	0,38	4,38	3,35	2,14	11,19	0,8	0,16
28,4	24,8	15,1	30,2	24,0	23,9	11,1	18,4	16,0	27,3	19,1	34,8	9,3	18,18	25,5	35,3	22,20	28,10	16,0	29,1	7,1	13,3
0,32	5,27	5,11	0,32	0,24	8,24	0,12	0,22	3,13	12,18	10,10	18,24	0,12	11,25	0,30	31,7	14,28	21,17	3,13	3,27	3,5	0,16
14,18	7,25	7,9	11,21	10,14	11,21	1,11	10,12	9,7	15,15	16,4	12,30	4,8	15,21	0,30	16,22	16,26	18,20	3,13	8,22	4,4	0,16
1,31	2,30	1,15	4,28	6,18	6,26	3,9	3,19	0,16	0,30	3,17	4,38	3,9	6,30	0,30	0,38	3,39	0,38	0,16	4,26	0,8	0,16
0,32	0,32	1,15	0,32	0,24	0,32	0,12	2,20	1,15	1,29	0,20	12,30	3,9	5,31	6,24	14,24	5,37	13,25	2,14	0,30	0,8	0,16
2,30	5,27	2,14	0,32	6,18	7,25	0,12	14,8	16,0	15,15	0,20	24,18	10,2	18,18	11,19	22,16	4,38	13,25	0,16	8,22	4,4	0,16
14,18	12,20	4,12	9,23	11,13	11,21	0,12	11,11	11,5	13,17	8,12	20,22	4,8	13,23	8,22	33,5	12,30	15,23	5,11	9,21	7,1	2,14
20,12	13,19	6,10	17,15	15,9	23,9	1,11	9,13	8,8	17,13	9,11	13,29	1,11	2,34	14,16	10,28	14,28	13,25	15,1	14,16	2,6	7,9
8,24	5,27	0,16	16,16	4,20	5,27	0,12	0,22	0,16	0,30	0,20	1,41	0,12	0,36	15,15	0,38	0,42	0,38	11,5	0,30	0,8	0,16
1,31	5,27	4,12	0,32	0,24	1,31	2,10	4,18	13,3	5,25	8,12	22,20	7,5	17,19	12,18	20,18	5,37	13,25	0,16	1,29	5,3	0,16
24,8	8,24	6,10	18,14	5,19	7,25	0,12	3,19	11,5	17,13	6,14	17,25	2,10	0,36	24,6	27,11	3,39	1,37	16,0	9,21	4,4	16,0
1,31	3,29	0,16	16,16	7,17	2,30	0,12	0,22	0,16	0,30	0,20	0,42	0,12	0,36	9,21	0,38	0,42	0,38	16,0	0,30	0,8	4,12
0,32	7,25	0,16	23,9	0,24	8,24	0,12	0,22	3,13	0,30	5,15	3,39	1,11	8,28	0,30	11,27	9,33	11,27	16,0	4,26	0,8	1,15
8,24	5,27	0,16	4,28	5,19	0,32	2,10	1,21	0,16	0,30	0,20	3,39	0,12	0,36	1,29	2,36	6,36	1,37	6,10	0,30	0,8	1,15
6,26	14,18	4,12	18,14	7,17	0,32	2,10	7,15	0,16	4,26	1,19	8,34	1,11	13,23	13,17	3,35	13,29	4,34	16,0	4,26	4,4	8,8
9,23	20,12	4,12	18,14	10,14	0,32	7,5	7,15	0,16	6,24	0,20	6,36	3,9	25,11	23,7	0,38	5,37	9,29	16,0	5,25	4,4	16,0
7,25	13,19	6,10	9,23	8,16	1,31	6,6	6,16	0,16	6,24	1,19	22,20	1,11	30,6	30,0	0,38	10,32	5,33	0,16	7,23	4,4	14,2
8,24	21,11	6,10	10,22	9,15	1,31	8,4	4,18	0,16	5,25	1,19	18,24	0,12	4,32	21,9	0,38	8,34	1,37	0,16	8,22	1,7	16,0
7,25	26,6	15,1	14,18	9,15	0,32	7,5	10,12	12,4	23,7	6,14	29,13	2,10	27,9	22,8	24,14	13,29	12,26	1,15	3,27	6,2	5,11
0,32	0,32	0,16	1,31	0,24	0,32	0,12	1,21	0,16	1,29	0,20	7,35	0,12	0,36	0,30	15,23	4,38	1,37	0,16	0,30	4,4	0,16
7,25	16,16	5,11	17,15	9,15	1,31	5,7	4,18	0,16	6,24	3,17	13,29	2,10	19,17	22,8	0,38	8,34	10,28	8,8	8,22	3,5	16,0
1,31	3,29	4,12	7,25	0,24	5,27	1,11	2,20	14,2	7,23	9,11	3,39	1,11	4,32	0,30	0,38	2,40	0,38	0,16	3,27	0,8	0,16
4,28	12,20	2,14	9,23	8,16	1,31	3,9	3,19	0,16	1,29	4,16	3,39	0,12	2,34	0,30	0,38	0,42	1,37	0,16	1,29	1,7	0,16
8,24	20,12	12,4	22,10	7,17	7,25	7,5	7,15	1,15	4,26	15,5	12,30	4,8	28,8	17,13	0,38	7,35	6,32	15,1	7,23	6,2	16,0
6,26	4,28	1,15	5,27	2,22	0,32	1,11	2,20	1,15	1,29	0,20	2,40	1,11	3,33	4,26	3,35	2,40	4,34	3,13	2,28	1,7	4,12
20,12	8,24	1,15	4,28	3,21	8,24	2,10	6,16	11,5	3,27	5,15	6,36	1,11	5,31	7,23	38,0	28,14	14,24	0,16	5,25	3,5	0,16
7,25	14,18	9,7	22,10	11,13	1,31	1,11	5,17	0,16	4,26	4,16	16,26	4,8	21,15	24,6	0,38	7,35	7,31	16,0	1,29	1,7	16,0
12,20	16,16	4,12	21,11	8,16	12,20	2,10	5,17	7,9	9,21	7,13	26,16	3,9	18,18	19,11	18,20	13,29	10,28	10,6	7,23	1,7	5,11
1,31	6,26	1,15	3,29	1,23	0,32	2,10	0,22	0,16	0,30	0,20	2,40	0,12	2,34	3,27	0,38	5,37	0,38	0,16	0,30	1,7	2,14
22,10	2,30	3,13	0,32	6,18	17,15	1,11	5,17	4,12	7,23	4,16	2,40	1,11	6,30	0,30	38,0	33,9	20,18	0,16	4,26	0,8	0,16
8,24	0,32	2,14	1,31	6,18	4,28	1,11	1,21	5,11	0,30	1,19	3,39	2,10	11,25	6,24	38,0	13,29	13,25	0,16	4,26	0,8	2,14
0,32	1,31	0,16	9,23	1,23	0,32	0,12	0,22	0,16	0,30	0,20	3,39	2,10	13,23	10,20	0,38	0,42	1,37	7,9	1,29	0,8	3,13
2,30	8,24	0,16	0,32	4,20	0,32	1,11	1,21	0,16	4,26	0,20	8,34	0,12	0,36	6,24	0,38	0,42	0,38	0,16	1,29	1,7	0,16
2,30	11,21	2,14	0,32	5,19	0,32	1,11	1,21	0,16	6,24	0,20	13,29	0,12	0,36	6,24	0,38	1,41	1,37	1,15	7,23	4,4	0,16
32,0	27,5	10,6	32,0	15,9	18,14	10,2	15,7	16,0	13,17	20,0	37,5	5,7	31,5	29,1	38,0	40,2	32,6	16,0	15,15	7,1	16,0
4,28	14,18	5,11	22,10	5,19	1,31	1,11	7,15	0,16	5,25	2,18	14,28	3,9	19,17	19,11	0,38	0,42	8,30	16,0	1,29	3,5	16,0
18,14	16,16	1,15	32,0	9,15	3,29	1,11	10,12	6,10	6,24	8,12	27,15	4,8	21,15	27,3	38,0	18,24	18,20	16,0	6,24	3,5	16,0
30,2	21,11	8,8	28,4	6,18	13,19	6,6	8,14	11,5	12,18	12,8	30,12	3,9	14,22	16,14	38,0	33,9	27,11	16,0	10,20	8,0	10,6
4,28	7,25	1,15	6,26	0,24	0,32	1,11	1,21	7,9	1,29	9,11	1,41	0,12	0,36	7,23	0,38	4,38	3,35	0,16	5,25	0,8	0,16
5,27	8,24	2,14	7,25	0,24	0,32	2,10	1,21	10,6	1,29	8,12	2,40	0,12	0,36	4,26	0,38	1,41	6,32	0,16	8,22	1,7	0,16
29,3	20,12	13,3	32,0	11,13	15,17	5,7	15,7	16,0	10,20	20,0	37,5	4,8	25,11	28,2	38,0	35,7	33,5	16,0	13,17	8,0	16,0
8,24	11,21	9,7	18,14	6,18	1,31	1,11	4,18	0,16	6,24	6,14	15,27	1,11	9,27	10,20	0,38	0,42	0,38	16,0	4,26	6,2	6,10
0,32	0,32	0,16	1,31	0,24	0,32	0,12	0,22	0,16	0,30	3,17	12,30	0,12	0,36	0,30	28,10	2,40	1,37	0,16	3,27	0,8	0,16
19,13	9,23	5,11	3,29	6,18	6,26	4,8	5,17	14,2	7,23	15,5	29,13	9,3	2,34	6,24	34,4	19,23	19,19	0,16	7,23	4,4	5,11
3,29	8,24	6,10	31,1	6,18	0,32	1,11	8,14	0,16	5,25	10,10	20,22	1,11	5,31	11,19	0,38	0,42	2,36	16,0	3,27	7,1	9,7
3,29	13,19	4,12	28,4	2,22	0,32	0,12	6,16	0,16	4,26	3,17	18,24	1,11	5,31	16,14	0,38	0,42	3,35	16,0	3,27	3,5	12,4
14,18	2,30	1,15	0,32	3,21	13,19	3,9	7,15	2,14	3,27	3,17	10,32	8,4	17,19	6,24	0,38	4,38	5,33	0,16	7,23	3,5	2,14
0,32	0,32	0,16	0,32	0,24	6,26	1,11	0,22	2,14	0,30	5,15	7,35	0,12	0,36	0,30	15,23	3,39	1,37	0,16	1,29	0,8	0,16
15,17	5,27	5,11	19,13	7,17	14,18	2,10	16,6	7,9	2,28	17,3	26,16	10,2	31,5	10,20	15,23	14,28	32,6	16,0	8,22	8,0	16,0
3,29	0,32	0,16	10,22	0,24	0,32	0,12	12,10	0,16	0,30	1,19	13,29	0,12	0,36	0,30	0,38	3,39	8,30	6,10	4,26	2,6	7,9
10,22	4,28	1,15	9,23	10,14	7,25	3,9	9,13	6,10	4,26	9,11	19,23	4,8	8,28	0,30	0,38	7,35	13,25	7,9	10,20	1,7	7,9
0,32	0,32	2,14	0,32	8,16	10,22	0,12	0,22	1,15	7,23	0,20	4,38	1,11	7,29	0,30	0,38	0,42	0,38	0,16	5,25	3,5	0,16
7,25	4,28	2,14	10,22	0,24	9,23	1,11	3,19	2,14	5,25	4,16	11,31	0,12	9,27	0,30	0,38	4,38	10,28	11,5	6,24	3,5	7,9
4,28	1,31	1,15	3,29	1,23	0,32	0,12	6,16	3,13	1,29	1,19	6,36	0,12	5,31	0,30	0,38	0,42	0,38	8,8	1,29	2,6	3,13
9,23	10,22	3,13	24,8	11,13	11,21	3,9	9,13	3,13	2,28	15,5	19,23	9,3	18,18	2,28	0,38	3,39	13,25	7,9	5,25	2,6	4,12
17,15	6,26	0,16	2,30	7,17	18,14	0,12	0,22	0,16	2,28	0,20	11,31	0,12	3,33	0,30	6,32	14,28	2,36	1,15	2,28	2,6	16,0
18,14	20,12	9,7	1,31	18,6	26,6	9,3	0,22	13,3	20,10	18,2	14,28	3,9	36,0	21,9	4,34	12,30	11,27	7,9	20,10	4,4	15,1
14,18	1,31	1,15	1,31	1,23	0,32	0,12	4,18	1,15	0,30	0,20	15,27	0,12	0,36	1,29	22,16	13,29	0,38	0,16	0,30	0,8	0,16
8,24	22,10	13,3	25,7	7,17	1,31	0,12	2,20	7,9	10,20	11,9	8,34	0,12	0,36	12,18	4,34	9,33	15,23	0,16	7,23	4,4	0,16
1,31	1,31	0,16	3,29	17,7	31,1	5,7	3,19	2,14	5,25	3,17	12,30	0,12	1,35	0,30	6,32	3,39	3,35	1,15	1,29	0,8	0,16
30,2	28,4	12,4	30,2	11,13	24,8	12,0	9,13	16,0	21,9	13,7	34,8	12,0	36,0	29,1	35,3	32,10	27,11	16,0	11,19	6,2	16,0
1,31	4,28	0,16	0,32	7,17	20,12	2,10	0,22	11,5	9,21	12,8	6,36	0,12	0,36	0,30	1,37	3,39	1,37	0,16	1,29	1,7	0,16
0,32	9,23	5,11	2,30	0,24	0,32	1,11	2,20	4,12	5,25	7,13	9,33	0,12	0,36	0,30	1,37	10,32	2,36	0,16	10,20	2,6	0,16
21,11	24,8	8,8	13,19	7,17	8,24	7,5	5,17	14,2	6,24	9,11	30,12	11,1	36,0	18,12	5,33	36,6	34,4	5,11	29,1	5,3	16,0
1,31	0,32	3,13	0,32	10,14	23,9	4,8	0,22	0,16	5,25	1,19	0,42	0,12	0,36	0,30	5,33	3,39	1,37	0,16	6,24	0,8	16,0
1,31	0,32	1,15	0,32	0,24	0,32	2,10	3,19	0,16	5,25	0,20	13,29	0,12	0,36	0,30	5,33	9,33	2,36	6,10	0,30	0,8	2,14
6,26	1,31	2,14	0,32	0,24	0,32	1,11	4,18	0,16	5,25	0,20	12,30	0,12	0,36	0,30	6,32	13,29	1,37	0,16	1,29	0,8	0,16
14,18	0,32	0,16	1,31	10,14	12,20	0,12	3,19	0,16	0,30	0,20	0,42	9,3	14,22	0,30	13,25	8,34	4,34	0,16	0,30	3,5	0,16
0,32	0,32	0,16	5,27	0,24	0,32	0,12	12,10	0,16	0,30	0,20	2,40	0,12	0,36	0,30	0,38	0,42	9,29	0,16	6,24	0,8	0,16
7,25	3,29	0,16	6,26	1,23	0,32	2,10	10,12	4,12	0,30	4,16	11,31	1,11	13,23	20,10	0,38	4,38	15,23	0,16	3,27	1,7	0,16
8,24	3,29	1,15	0,32	0,24	0,32	0,12	1,21	2,14	0,30	18,2	5,37	9,3	0,36	10,20	3,35	8,34	4,34	0,16	0,30	1,7	0,16
5,27	5,27	2,14	1,31	8,16	10,22	0,12	6,16	0,16	0,30	0,20	2,40	1,11	5,31	11,19	12,26	8,34	0,38	0,16	7,23	2,6	1,15
0,32	3,29	1,15	0,32	3,21	9,23	0,12	0,22	1,15	0,30	5,15	1,41	0,12	0,36	1,29	25,13	7,35	13,25	0,16	1,29	1,7	0,16
3,29	11,21	8,8	0,32	19,5	10,22	1,11	7,15	9,7	1,29	19,1	6,36	4,8	24,12	0,30	10,28	7,35	8,30	0,16	2,28	1,7	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	8,14	0,16	2,28	0,20	2,40	0,12	0,36	0,30	0,38	1,41	0,38	0,16	0,30	0,8	16,0
0,32	0,32	0,16	13,19	0,24	0,32	0,12	0,22	0,16	0,30	0,20	1,41	0,12	0,36	0,30	1,37	1,41	3,35	0,16	0,30	3,5	12,4
0,32	1,31	0,16	4,28	0,24	0,32	0,12	0,22	5,11	7,23	0,20	6,36	0,12	0,36	0,30	0,38	1,41	0,38	11,5	0,30	0,8	16,0
0,32	1,31	0,16	14,18	1,23	20,12	1,11	6,16	0,16	5,25	2,18	7,35	0,12	7,29	1,29	1,37	7,35	11,27	0,16	0,30	2,6	0,16
